date,region,latitude,longitude,operation_type,clima,umidade_solo,inclinacao,distancia_agua,velocidade,historico_sinistros,chuva_mm,solo_instavel,clima_code,operation_code,temperatura_c,umidade_ar,pressao_hpa,distancia_obstaculo,gps_accuracy_m,wind_speed_m_s,source,risk_score
20240509,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,sol,16.9,2.4,169.69,14.65,1.8,0.0,0,0.0,1.0,24.54,46.18,934.4,8.14,4.19,2.51,NASA POWER Daily API,31.56
20240510,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,16.02,9.95,121.49,12.32,2.8,0.06,0,4.0,0.0,24.57,46.36,933.3,4.96,6.72,3.08,NASA POWER Daily API,38.6
20240511,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,17.94,7.47,368.31,21.12,1.8,0.01,0,4.0,1.0,25.06,48.87,932.4,13.99,2.22,2.93,NASA POWER Daily API,45.44
20240512,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,12.25,3.61,393.77,10.86,1.8,0.0,0,0.0,0.0,24.83,41.01,931.6,22.09,2.94,2.84,NASA POWER Daily API,26.9
20240513,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,23.11,5.64,77.26,10.45,2.8,0.02,0,4.0,2.0,23.93,39.77,932.3,4.15,8.83,3.7,NASA POWER Daily API,41.72
20240514,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,15.46,4.88,243.03,8.14,1.8,0.03,0,4.0,0.0,24.41,46.44,932.9,5.97,4.33,3.39,NASA POWER Daily API,25.73
20240515,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,23.79,6.02,159.1,9.5,1.8,0.01,0,4.0,0.0,24.7,55.29,933.2,7.08,3.89,2.5,NASA POWER Daily API,31.09
20240516,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,10.81,3.16,186.21,8.15,1.8,0.0,0,0.0,0.0,25.74,46.86,933.3,7.52,5.46,2.73,NASA POWER Daily API,22.49
20240517,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,17.25,1.61,195.57,7.78,1.8,0.0,0,0.0,0.0,25.12,40.99,934.8,0.65,2.66,2.67,NASA POWER Daily API,34.22
20240518,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,21.85,9.72,327.96,11.03,1.8,0.01,0,4.0,2.0,25.33,41.86,934.8,2.76,9.31,1.98,NASA POWER Daily API,46.19
20240519,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,29.87,4.33,377.7,11.29,1.8,0.0,0,0.0,0.0,25.24,41.17,934.5,37.03,2.82,1.95,NASA POWER Daily API,33.27
20240520,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,15.58,1.56,266.7,11.12,1.8,0.0,0,0.0,0.0,25.21,49.2,934.8,12.53,1.78,1.93,NASA POWER Daily API,25.85
20240521,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,19.38,7.2,262.76,18.17,1.8,0.01,0,4.0,0.0,24.4,50.17,936.0,0.98,5.11,3.61,NASA POWER Daily API,53.65
20240522,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,16.81,5.97,179.31,5.95,1.8,0.06,0,4.0,0.0,23.67,51.9,936.3,4.33,3.96,4.41,NASA POWER Daily API,24.34
20240523,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,22.51,5.37,216.72,10.02,1.8,0.0,0,0.0,0.0,23.42,38.59,934.7,26.63,7.07,3.17,NASA POWER Daily API,30.56
20240524,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,23.47,1.08,135.53,7.07,2.8,0.09,0,4.0,2.0,23.97,47.84,933.2,1.25,2.36,3.89,NASA POWER Daily API,40.99
20240525,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,29.33,2.96,216.71,9.97,2.8,0.65,0,4.0,0.0,21.89,66.2,935.1,14.32,5.54,2.52,NASA POWER Daily API,32.75
20240526,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,42.81,1.55,200.81,8.1,1.8,4.57,0,4.0,0.0,21.89,72.81,935.9,2.06,4.99,3.23,NASA POWER Daily API,40.49
20240527,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,47.88,3.05,211.51,12.55,2.8,2.33,0,4.0,0.0,22.17,69.46,935.8,3.11,23.16,3.37,NASA POWER Daily API,43.83
20240528,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,33.42,3.64,5.0,9.04,1.8,0.33,0,4.0,2.0,19.72,71.7,936.7,3.11,3.82,3.07,NASA POWER Daily API,60.46
20240529,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,sol,27.66,1.27,190.61,15.61,4.8,0.0,0,0.0,1.0,17.37,57.27,937.2,12.45,5.53,2.86,NASA POWER Daily API,41.06
20240530,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,24.77,7.08,181.88,18.25,2.8,0.04,0,4.0,1.0,16.24,46.55,937.5,26.67,10.96,2.92,NASA POWER Daily API,45.31
20240531,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,30.67,0.0,301.7,8.5,1.8,0.02,0,4.0,2.0,17.55,55.36,937.7,22.53,3.08,3.14,NASA POWER Daily API,29.28
20240601,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,sol,36.9,1.94,200.69,12.9,2.8,0.0,0,0.0,2.0,19.31,54.7,938.8,21.69,4.97,4.85,NASA POWER Daily API,40.74
20240602,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,21.41,7.94,78.23,10.53,2.8,0.04,0,4.0,0.0,21.07,53.87,938.5,4.28,3.48,4.49,NASA POWER Daily API,39.02
20240603,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,24.55,5.01,299.19,8.4,2.8,0.0,0,0.0,0.0,21.71,52.68,938.8,11.28,3.97,2.84,NASA POWER Daily API,30.63
20240604,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,21.14,8.02,226.5,13.69,1.8,0.01,0,4.0,0.0,21.3,48.13,937.7,4.06,9.71,2.96,NASA POWER Daily API,37.32
20240605,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,19.7,6.08,8.23,16.4,1.8,0.14,0,4.0,1.0,21.31,57.85,937.6,6.56,5.28,3.86,NASA POWER Daily API,62.9
20240606,Ribeirao Preto - SP,-21.1775,-47.8103,manutencao,sol,19.47,6.58,249.55,12.33,1.8,0.0,0,0.0,3.0,21.36,50.24,937.4,6.31,2.38,3.13,NASA POWER Daily API,33.61
20240607,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,sol,13.26,0.0,117.76,14.79,2.8,0.0,0,0.0,2.0,22.18,45.88,938.1,4.54,1.85,2.33,NASA POWER Daily API,34.02
20240608,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,9.28,3.72,205.36,20.04,1.8,0.01,0,4.0,1.0,22.27,47.2,937.9,1.29,3.19,3.29,NASA POWER Daily API,49.17
20240609,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,17.08,8.6,106.84,13.35,1.8,0.01,0,4.0,0.0,22.35,49.22,936.5,18.4,4.6,3.62,NASA POWER Daily API,36.37
20240610,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,16.88,6.89,82.25,0.12,2.8,0.03,0,4.0,0.0,22.83,41.43,936.2,11.61,3.71,2.84,NASA POWER Daily API,22.49
20240611,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,16.58,6.85,260.54,19.73,2.8,0.0,0,0.0,0.0,22.1,44.26,937.1,1.78,11.63,2.18,NASA POWER Daily API,50.45
20240612,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,19.24,15.47,237.63,6.14,1.8,0.01,0,4.0,0.0,21.81,40.16,936.4,2.93,3.98,4.0,NASA POWER Daily API,41.22
20240613,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,14.1,1.04,345.36,20.34,1.8,0.01,0,4.0,1.0,21.41,40.29,936.0,15.18,6.42,4.14,NASA POWER Daily API,36.31
20240614,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,21.44,5.93,266.97,15.39,3.8,0.0,0,0.0,0.0,21.66,42.63,936.1,4.69,6.14,4.41,NASA POWER Daily API,41.74
20240615,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,17.08,2.91,179.92,9.79,2.8,0.0,0,0.0,0.0,22.89,47.7,937.1,9.52,9.94,3.34,NASA POWER Daily API,28.04
20240616,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,5.43,7.55,162.56,14.04,1.8,0.0,0,0.0,0.0,22.05,43.68,935.9,6.15,4.68,3.4,NASA POWER Daily API,32.66
20240617,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,24.78,5.44,302.27,16.23,1.8,0.0,0,0.0,0.0,21.02,42.91,934.6,1.35,9.15,3.4,NASA POWER Daily API,51.08
20240618,Ribeirao Preto - SP,-21.1775,-47.8103,manutencao,sol,19.48,2.39,109.27,16.89,1.8,0.0,0,0.0,3.0,21.21,37.79,934.0,21.95,5.29,3.34,NASA POWER Daily API,35.16
20240619,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,17.28,1.34,208.83,7.13,2.8,0.01,0,4.0,0.0,21.58,41.59,935.0,9.41,2.19,3.24,NASA POWER Daily API,23.28
20240620,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,17.53,3.77,273.47,18.25,2.8,0.01,0,4.0,1.0,21.35,41.73,935.9,7.27,4.74,3.16,NASA POWER Daily API,39.75
20240621,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,24.66,3.82,78.68,8.94,1.8,0.03,0,4.0,0.0,21.29,44.42,934.8,16.29,4.3,4.02,NASA POWER Daily API,31.64
20240622,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,21.54,4.65,195.9,13.48,2.8,0.0,0,0.0,0.0,22.32,42.19,934.5,9.91,1.96,4.19,NASA POWER Daily API,36.0
20240623,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,16.29,8.79,53.22,10.28,1.8,0.0,0,0.0,0.0,23.12,42.22,934.0,18.39,4.84,2.95,NASA POWER Daily API,43.69
20240624,Ribeirao Preto - SP,-21.1775,-47.8103,manutencao,sol,21.31,4.19,230.37,6.41,1.8,0.0,0,0.0,3.0,23.0,42.66,933.9,2.08,3.15,3.26,NASA POWER Daily API,30.5
20240625,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,25.39,0.0,326.83,11.37,2.8,0.0,0,0.0,0.0,24.26,45.68,934.7,1.73,4.9,1.95,NASA POWER Daily API,35.62
20240626,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,21.57,3.74,115.82,10.14,1.8,0.01,0,4.0,0.0,24.22,43.62,934.2,9.2,3.21,3.66,NASA POWER Daily API,28.76
20240627,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,16.49,2.72,163.9,23.83,1.8,0.03,0,4.0,1.0,23.1,46.34,932.4,3.82,8.24,2.8,NASA POWER Daily API,43.42
20240628,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,19.72,9.45,298.07,9.27,1.8,0.01,0,4.0,0.0,22.89,44.26,932.6,2.18,4.43,2.94,NASA POWER Daily API,39.22
20240629,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,17.21,3.1,185.6,14.38,1.8,0.1,0,4.0,0.0,22.74,44.99,933.8,1.26,3.29,3.16,NASA POWER Daily API,44.19
20240630,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,28.23,7.11,231.81,8.42,1.8,0.31,0,4.0,0.0,21.83,61.9,934.4,4.73,2.65,3.12,NASA POWER Daily API,32.42
20240701,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,34.87,8.54,158.29,24.18,2.8,1.05,0,4.0,1.0,20.55,65.33,936.3,4.55,4.38,2.21,NASA POWER Daily API,58.33
20240702,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,22.7,5.79,175.15,19.9,1.8,0.01,0,4.0,0.0,20.9,52.0,936.8,4.33,3.01,2.12,NASA POWER Daily API,43.27
20240703,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,26.81,10.23,150.43,8.75,1.8,0.01,0,4.0,0.0,22.16,45.93,935.0,25.56,9.18,2.09,NASA POWER Daily API,35.35
20240704,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,11.65,1.32,224.5,14.47,5.8,0.0,0,0.0,0.0,21.6,38.85,934.6,13.69,2.73,2.63,NASA POWER Daily API,37.22
20240705,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,sol,17.58,2.45,127.56,25.78,1.8,0.0,0,0.0,1.0,21.69,37.92,935.9,20.58,3.9,2.7,NASA POWER Daily API,45.63
20240706,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,20.72,3.58,258.27,2.79,1.8,0.0,0,0.0,0.0,22.59,37.55,936.4,0.71,4.37,2.18,NASA POWER Daily API,30.98
20240707,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,22.19,1.35,110.58,8.89,1.8,0.05,0,4.0,0.0,22.47,41.17,934.9,25.47,5.49,3.48,NASA POWER Daily API,24.86
20240708,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,17.58,6.5,185.94,21.36,2.8,0.01,0,4.0,1.0,22.77,41.69,933.5,1.17,5.33,3.39,NASA POWER Daily API,58.68
20240709,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,22.1,7.03,330.47,11.77,1.8,0.45,0,4.0,0.0,22.32,56.56,932.6,1.87,5.67,3.11,NASA POWER Daily API,40.94
20240710,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,35.38,3.77,189.46,16.72,1.8,0.37,0,4.0,0.0,21.54,65.52,933.3,2.58,20.15,2.81,NASA POWER Daily API,47.98
20240711,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,21.36,6.61,232.75,11.14,3.8,0.05,0,4.0,0.0,24.53,48.09,935.5,56.98,4.39,2.85,NASA POWER Daily API,37.21
20240712,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,17.15,4.36,171.29,5.03,2.8,0.0,0,0.0,0.0,23.76,41.38,938.6,22.49,2.56,2.8,NASA POWER Daily API,23.53
20240713,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,20.79,10.12,136.1,21.52,1.8,0.05,0,4.0,1.0,22.3,56.47,938.5,6.43,2.32,4.4,NASA POWER Daily API,49.19
20240714,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,25.51,1.47,243.32,12.51,1.8,0.0,0,0.0,0.0,22.29,47.08,937.7,11.57,2.96,3.22,NASA POWER Daily API,30.26
20240715,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,22.87,3.49,5.0,14.92,2.8,0.0,0,0.0,0.0,21.5,42.54,938.8,27.75,5.0,1.63,NASA POWER Daily API,62.18
20240716,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,22.51,10.58,119.72,11.95,1.8,0.07,0,4.0,0.0,20.94,49.62,939.4,6.17,9.33,3.22,NASA POWER Daily API,38.18
20240717,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,30.16,12.29,233.98,14.48,2.8,0.03,0,4.0,0.0,21.08,46.36,939.3,2.12,9.89,2.72,NASA POWER Daily API,53.55
20240718,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,16.82,5.54,7.19,18.12,1.8,0.18,0,4.0,1.0,21.28,41.11,937.8,17.68,8.56,2.56,NASA POWER Daily API,63.95
20240719,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,19.02,0.71,260.2,14.83,1.8,0.0,0,0.0,0.0,20.77,39.36,939.3,55.27,1.95,2.83,NASA POWER Daily API,30.31
20240720,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,13.68,6.05,211.14,10.94,3.8,0.02,0,4.0,0.0,21.3,40.25,938.3,2.79,4.06,2.58,NASA POWER Daily API,39.84
20240721,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,19.33,4.97,143.15,22.92,3.8,0.11,0,4.0,1.0,20.63,44.84,937.7,7.22,3.63,3.6,NASA POWER Daily API,49.5
20240722,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,19.95,4.18,254.07,8.34,1.8,0.03,0,4.0,0.0,21.27,37.34,938.5,4.26,7.91,2.51,NASA POWER Daily API,26.2
20240723,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,23.19,1.81,84.52,9.23,1.8,0.0,0,0.0,0.0,20.96,35.74,938.9,1.99,6.97,3.1,NASA POWER Daily API,33.39
20240724,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,13.92,4.26,159.23,19.43,1.8,0.0,0,0.0,0.0,21.18,37.61,939.1,2.1,7.67,3.97,NASA POWER Daily API,44.27
20240725,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,26.96,3.82,281.91,16.87,1.8,0.03,0,4.0,0.0,21.65,39.15,938.0,3.65,7.45,2.64,NASA POWER Daily API,38.62
20240726,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,8.87,1.89,5.0,14.68,1.8,0.01,0,4.0,0.0,21.55,37.14,936.4,6.33,1.95,2.44,NASA POWER Daily API,54.03
20240727,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,10.68,3.35,220.02,21.62,2.8,0.01,0,4.0,1.0,22.48,30.39,936.4,21.32,3.14,2.66,NASA POWER Daily API,41.43
20240728,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,13.65,0.39,211.25,8.49,2.8,0.0,0,0.0,0.0,23.44,36.39,936.8,4.43,2.01,2.5,NASA POWER Daily API,22.76
20240729,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,12.54,8.99,147.66,9.56,3.8,0.06,0,4.0,0.0,23.46,37.98,936.6,6.79,6.62,3.16,NASA POWER Daily API,35.02
20240730,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,22.42,5.04,87.15,14.69,1.8,0.02,0,4.0,0.0,21.95,50.46,937.5,4.99,10.0,4.12,NASA POWER Daily API,36.7
20240731,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,sol,29.9,5.43,236.99,17.22,1.8,0.0,0,0.0,1.0,22.72,51.13,938.3,6.47,5.95,4.75,NASA POWER Daily API,41.59
20240801,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,18.52,0.0,78.96,28.23,1.8,0.01,0,4.0,1.0,22.53,46.03,938.7,28.67,2.96,4.71,NASA POWER Daily API,49.53
20240802,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,22.99,2.88,345.34,12.33,2.8,0.06,0,4.0,0.0,22.22,46.57,937.9,13.82,11.8,5.1,NASA POWER Daily API,32.96
20240803,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,27.83,3.54,274.95,14.2,1.8,0.0,0,0.0,0.0,22.61,45.11,937.4,9.05,4.97,4.95,NASA POWER Daily API,35.27
20240804,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,23.94,5.97,203.83,18.67,1.8,0.22,0,4.0,1.0,23.16,50.87,937.9,5.21,5.35,4.12,NASA POWER Daily API,42.41
20240805,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,31.66,0.99,160.3,5.72,2.8,0.01,0,4.0,2.0,23.88,42.56,937.6,11.07,5.68,3.86,NASA POWER Daily API,29.28
20240806,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,25.07,9.39,171.67,12.87,2.8,0.02,0,4.0,0.0,24.03,43.75,935.8,3.48,4.47,3.98,NASA POWER Daily API,41.2
20240807,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,17.27,0.07,222.6,6.47,1.8,0.06,0,4.0,0.0,23.22,34.77,933.8,22.13,6.84,4.39,NASA POWER Daily API,19.1
20240808,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,25.24,3.03,337.41,12.39,1.8,0.16,0,4.0,1.0,24.17,39.2,932.3,4.62,2.97,3.48,NASA POWER Daily API,32.2
20240809,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,25.76,8.43,228.26,19.55,2.8,0.4,0,4.0,1.0,23.54,45.96,933.3,12.36,5.54,3.95,NASA POWER Daily API,49.29
20240810,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,29.62,5.08,92.37,12.71,1.8,4.42,0,4.0,0.0,14.94,60.37,935.4,4.71,5.31,4.1,NASA POWER Daily API,39.9
20240811,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,18.11,3.83,240.98,5.96,1.8,0.01,0,4.0,1.0,15.77,48.97,935.2,21.03,8.6,2.59,NASA POWER Daily API,22.52
20240812,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,27.83,6.19,257.21,10.58,1.8,0.01,0,4.0,0.0,15.96,36.99,936.4,4.05,9.92,3.69,NASA POWER Daily API,33.6
20240813,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,sol,30.13,4.19,128.93,24.75,1.8,0.0,0,0.0,1.0,16.69,36.64,937.3,10.1,3.5,2.64,NASA POWER Daily API,49.84
20240814,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,sol,16.65,7.53,327.21,26.34,1.8,0.0,0,0.0,1.0,20.14,34.11,936.4,1.99,5.52,3.67,NASA POWER Daily API,57.35
20240815,Ribeirao Preto - SP,-21.1775,-47.8103,manutencao,garoa,18.99,5.31,330.15,10.77,3.8,0.02,0,4.0,3.0,23.44,37.58,936.2,23.64,2.57,3.08,NASA POWER Daily API,34.59
20240816,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,21.46,8.82,262.21,14.05,2.8,0.02,0,4.0,0.0,24.81,35.29,935.9,80.0,7.24,2.53,NASA POWER Daily API,40.99
20240817,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,6.82,3.46,191.83,9.59,1.8,0.01,0,4.0,0.0,24.89,31.41,935.3,40.01,9.83,2.78,NASA POWER Daily API,23.28
20240818,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,5.46,9.78,205.83,4.23,2.8,0.0,0,0.0,0.0,25.15,27.17,935.1,0.74,3.15,3.14,NASA POWER Daily API,36.96
20240819,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,15.97,3.85,139.27,11.27,1.8,0.02,0,4.0,2.0,25.7,28.98,935.0,12.37,2.69,3.03,NASA POWER Daily API,32.56
20240820,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,14.23,6.31,288.41,9.6,3.8,0.0,0,0.0,0.0,26.29,24.63,935.3,24.26,10.24,1.47,NASA POWER Daily API,32.79
20240821,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,9.2,2.89,192.15,13.17,1.8,0.05,0,4.0,1.0,24.56,29.53,934.7,13.63,7.08,3.94,NASA POWER Daily API,27.95
20240822,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,16.48,6.95,338.34,10.54,1.8,0.17,0,4.0,2.0,24.9,29.8,933.5,11.63,8.49,4.99,NASA POWER Daily API,35.3
20240823,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,12.61,5.38,189.28,10.0,1.8,0.02,0,4.0,2.0,25.84,30.44,932.0,10.73,4.49,4.97,NASA POWER Daily API,31.78
20240824,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,21.71,6.62,123.42,18.12,1.8,0.08,0,4.0,1.0,25.66,37.19,932.9,7.64,4.44,5.82,NASA POWER Daily API,41.96
20240825,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,50.76,1.8,270.04,17.33,1.8,4.27,0,4.0,2.0,17.8,75.33,937.8,7.17,2.65,3.51,NASA POWER Daily API,52.26
20240826,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,28.55,3.3,148.84,10.49,1.8,0.31,0,4.0,0.0,17.23,54.08,937.8,11.72,2.51,3.34,NASA POWER Daily API,30.86
20240827,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,23.52,4.87,366.1,9.04,1.8,0.06,0,4.0,2.0,18.43,39.46,937.8,10.99,6.69,3.16,NASA POWER Daily API,32.95
20240828,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,20.94,11.13,119.06,14.97,2.8,0.01,0,4.0,0.0,22.31,46.12,937.8,37.39,6.75,3.53,NASA POWER Daily API,44.26
20240829,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,28.47,3.48,223.9,6.18,2.8,0.04,0,4.0,0.0,23.89,36.84,938.7,10.48,1.94,4.38,NASA POWER Daily API,27.47
20240830,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,garoa,16.79,9.6,180.08,2.94,2.8,0.03,0,4.0,2.0,24.06,31.96,937.3,24.67,4.95,3.05,NASA POWER Daily API,30.43
20240831,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,sol,21.15,2.28,100.42,20.84,2.8,0.0,0,0.0,1.0,24.22,25.89,936.3,16.36,6.61,2.77,NASA POWER Daily API,42.47
20240901,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,sol,7.72,2.61,360.99,12.08,2.8,0.0,0,0.0,2.0,25.15,24.09,935.1,2.04,3.42,3.4,NASA POWER Daily API,37.92
20240902,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,12.6,5.19,231.08,12.35,2.8,0.0,0,0.0,0.0,26.6,24.1,932.5,4.93,5.63,2.53,NASA POWER Daily API,32.61
20240903,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,12.77,1.73,125.09,13.79,2.8,0.0,0,0.0,0.0,26.69,27.76,932.8,5.0,5.6,2.3,NASA POWER Daily API,30.81
20240904,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,8.94,1.86,321.26,12.84,2.8,0.0,0,0.0,0.0,27.08,32.27,933.1,4.48,10.19,3.69,NASA POWER Daily API,28.59
20240905,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,sol,10.67,7.34,147.03,8.87,2.8,0.0,0,0.0,2.0,27.38,23.44,932.9,9.39,4.83,3.98,NASA POWER Daily API,33.91
20240906,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,17.51,6.33,323.67,6.68,2.8,0.1,0,4.0,0.0,25.9,40.68,932.5,11.67,6.38,3.41,NASA POWER Daily API,28.29
20240907,Ribeirao Preto - SP,-21.1775,-47.8103,campo,garoa,18.91,9.12,183.9,7.52,1.8,0.07,0,4.0,0.0,27.8,36.93,934.2,14.53,6.2,3.59,NASA POWER Daily API,30.39
20240908,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,12.3,4.3,194.71,15.26,2.8,0.0,0,0.0,0.0,27.7,31.2,935.8,15.24,3.46,4.01,NASA POWER Daily API,34.99
20240909,Ribeirao Preto - SP,-21.1775,-47.8103,campo,sol,12.09,10.51,174.46,12.8,2.8,0.0,0,0.0,0.0,26.66,30.45,934.9,6.89,4.28,3.55,NASA POWER Daily API,38.44
20240910,Ribeirao Preto - SP,-21.1775,-47.8103,transporte,garoa,9.31,9.06,159.12,21.55,1.8,0.01,0,4.0,1.0,26.51,26.71,933.4,1.96,6.59,3.34,NASA POWER Daily API,50.98
20240911,Ribeirao Preto - SP,-21.1775,-47.8103,proximidade_agua,sol,13.92,3.88,210.71,2.18,1.8,0.0,0,0.0,2.0,26.8,24.99,933.3,17.83,3.18,4.14,NASA POWER Daily API,20.71
